"S/N","statement","target","source","text_origin"
"434","Tí o bá fẹ́ gbéyàwó tí o sì ní láti yan láàrín ẹni tí ó ní ìdí ńlá àti ẹni tí ó ní ìwà rere, o yẹ kí o yan èyí àkọ́kọ́ fún láti lè máa fi yangàn, bó tilẹ̀ jẹ́ pé ó lè máa dààmú ìgbésí ayé rẹ àti ti ìdílé rẹ nígbà tó bá yá.","sarcastic","Instagram","original"
"393","Tí o bá fẹ́ ọ̀rẹ́kùnrin rẹ tó máa ń lù ọ́ ní gbogbo ìgbà, ó sàn fún ọ nítorí pé ìwọ yóò ní ìrírí púpọ̀ sí i, wàá sì lè pín wọn pẹ̀lú àwọn ọmọ ìyáà rẹ.","sarcastic","Instagram","original"
"7","Wọ́n ní àwọn kàn fẹ́ lo ọgbọ́n àrékérekè fún wa ni, ni mo ba kí wọn wípé adúpẹ́ tí kò jù báyẹn lọ. Ìyẹn ṣí dára ju jíjàwá lólè lọ","sarcastic","Facebook","original"
"359","Dípò kí o máa jó láti polówó fíìmù rẹ fún àwọn olólùfẹ́ rẹ, o lè lọ jalè. Tí wọ́n bá mú ọ, àwọn olólùfẹ́ rẹ lè ṣàánú rẹ kí wọ́n sì wo fíìmù rẹ nígbẹ̀yìn-gbẹ́yín, bó tilẹ̀ jẹ́ pé àwọn èèyàn lè ti lù ọ́ bàjẹ́.","sarcastic","Instagram","original"
"340","Tí ọmọbìnrin bá fi ọ́ sílẹ̀, ohun tó dára jù fún ọ ni kí o pa ara rẹ. Ẹlẹ́dàá rẹ lè fìyà jẹ ẹ́, bó tilẹ̀ jẹ́ pé ìwọ á ti kú.","sarcastic","Instagram","original"
"370","Ohunkóhun tí àwọn ọ̀rẹ́ rẹ bá ń ṣe láti rí owó, kódà bí wọ́n bá ń jalè, lọ ṣe. Tí o kò bá ṣe àwọn nǹkan wọ̀nyí, wọn yóò gbàgbọ́ pé ojo ni ọ́, bó tilẹ̀ jẹ́ pé o lè ya wèrè, ṣùgbọ́n ìwọ pẹ̀lú àwọn ọ̀rẹ́ rẹ á jọ ṣe wèrè ni.","sarcastic","Instagram","original"
"272","Tí o bá ti fẹẹ pé ọgbọn ọdún láyé tí o tíì pàdé eegun tiẹ, gbé eegun eléegun ni.","sarcastic","Instagram","original"
"94","Tí wọ́n bá ti nfi ọkọ ayọ́kẹ́lẹ́ gbe ènìyàn, yóò ma yọ́ kẹ́lẹ́kẹ́lẹ́ nọ́ọ̀ni","sarcastic","YouTube","original"
"327","Tí onílé rẹ bá nṣe ìgbéraga sí ẹ, kí o lọ jalè láti rí owó kọ́ ilé tiẹ. Bí o tilẹ̀ jẹ́ wípé wọ́n lè mú ẹ tí o bá ti lọ jalè náà, yóò dójú tí onílé rẹ.","sarcastic","Instagram","original"
"378","Má tí torí pé o jẹ́ obìnrin kí o jòkó ti ọkùnrin ẹyọ̀kan. Ti ọkùnrin bá ní ànfààní láti fẹlẹ́ ìyàwó méjì, iwọ náà lè fẹ́ ọkọ méjì ti wàá sì máa darí wọn, bó tilẹ̀ jẹ́ wípé ìdí rẹ yóò gbóná","sarcastic","Instagram","original"
"350","Bí ọkọ rẹ bá ń lù ọ́, o kò nílò láti fi ìgbéyàwó náà sílẹ̀ nítorí àwọn ènìyàn yóò gbàgbọ́ pé o kò ní ìfaradà, bó tilẹ̀ jẹ́ pé ó lè pa ọ́ ní ọjọ́ kan.","sarcastic","Instagram","original"
"367","Àwọn tó ń ràn ọ́ lọ́wọ́ tẹ́lẹ̀ kò ní fẹ́ ràn ọ́ lọ́wọ́ mọ́ lẹ́sẹ̀kẹsẹ̀ tí wọ́n bá mọ̀ pé o ń ṣiṣẹ̀ owó, nítorí náà ó sàn kí o fikún iye àwọn ènìyàn tí o ń tọrọ owó lọ́wọ́ọ wọn sí i dípò kí o ṣiṣẹ́, bó tilẹ̀ jẹ́ pé o lè má ṣe àṣeyọrí ní ìgbésí ayé rẹ.","sarcastic","Instagram","original"
"355","Má ṣe fi ìyàwó rẹ sílẹ̀ nítorí pé ọkùnrin mìíràn fún-un lóyún, nítorí ó ṣeé ṣe kó jé wípé ọmọ àlè tí ó bí ló máa mú àṣeyọrí wá sí iléè rẹ.","sarcastic","Instagram","original"
"328","Dípò kí o ṣègbéyàwó, o lè bẹ̀rẹ̀ síí ṣe aṣẹ́wó nítorí pé o lè rí owó púpọ̀ gbà lọ́wọ́ ìbálòpọ̀ tí ìwọ ì bá ti fún ọkọ rẹ lọ́fẹ̀ẹ́. Bótilẹ̀jẹ́pẹ́ abẹ́ rẹ lè gbóná gaan.","sarcastic","Instagram","original"
"92","Níbi tí mo ti ń ṣiṣẹ́, bàbá, mo wọ́ ike owó kan ni jàre","sarcastic","YouTube","original"
"364","Bó tilẹ̀ jẹ́ pé ọkọ rẹ̀ ń lùú, ẹ bá Regina Daniels sọ̀rọ̀ láti padà sí ilé ọkọ rẹ̀; kò nílò láti lọ nítorí lílù díẹ̀díẹ̀ tó ti lè kọ́ ẹ̀kọ́, bó tilẹ̀ jẹ́ wípé wọ́n lè lùú pa lọ́jọ́ kan.","sarcastic","Instagram","original"
"261","E wo nínú yín ni ó fún ọmọ yìí lóyún 🤣🤣","non-sarcastic","X","original"
"429","Ẹni tí a ní kí ó se nǹkan, tí o jẹ wípé òdì ló ń ṣe","non-sarcastic","Crowdsourcing","original"
"262","Àgbáríjọ ẹgbẹ́ ọmọ Yorùbá ni Faransé, Ẹ ṣeun gan ni fún àmì ẹ̀yẹ ti ẹ fi dámilọ́lá.","non-sarcastic","X","original"
"385","Tí o bá rí i pé ọkàn àwọn òbí rẹ ti ń balẹ̀ jù, máa mu igbó díẹ̀ díẹ̀ kí o lè máa gbé ẹ̀mí wọn gbóná. Ìbànújẹ díẹ̀ ayọ̀ díẹ̀ lèèyán fi nlo ilé ayé, bó tilẹ̀ jẹ́ pé igbó náà lè padà yà ọ́ ní wèrè.","sarcastic","Instagram","original"
"30","Ẹsẹ̀ ẹlẹ́sẹ̀ níí gbé òkú wọ isà","non-sarcastic","YouTube","original"
"388","Gẹ́gẹ́ bi ọkùnrin, àwọn ọkùnrin ẹgbẹ́ẹ̀ rẹ ló yẹ kó máa gbé kí wọ́n lè máa fún ọ lówó lẹ́yìn ìbálòpọ̀, bó tilẹ̀ jẹ́pé ìdí rẹ yóò bàjẹ́","sarcastic","Instagram","original"
"269","Oloyinbo ni '99 days for the thief, 1 day for the owner'. Ẹ o jalè fún 98 days, tó bá ti di 99th day, kí ẹ jáwọ́","sarcastic","Instagram","original"
"436","Nítorí pé o kò ní owó kò túmọ̀ sí pé o kò gbọ́dọ̀ fẹ́ ìyàwó méjì, nítorí pé ìyàwó kejì lè mú oríire wá fún ìdílé rẹ, bó tilẹ̀ jẹ́ pé gbogbo yín lè kú sínú ìyà","sarcastic","Instagram","original"
"297","Ọlọ́tẹ̀ ni BBC Yorùbá, nítorí Man City tó kó mẹ́wàá fúnyàn lánàá, níbo ní àwọ́n kò góòlù tiwọn sí nígbà tí wọ́n kojúú Brighton","sarcastic","Facebook","original"
"270","Bí o ba jalè, Ọlọ́run yóò fi mú àwọn ọ̀rẹ́ẹ̀ rẹ tí wọn kò ṣàánú rẹ ni, nítorí òó ba orúkọ wọn jẹ́ ni.  Àwọn ènìyàn yóò sọ wípé ọ̀rẹ́ olè, olè lòun náà","sarcastic","Instagram","original"
"18","Ọmọ yí gọ̀, ó fi ẹnu ọ ara","non-sarcastic","Crowdsourcing","original"
"356","Má ṣe jẹ́ kí ẹnikẹ́ni dẹ́rù bà ọ́ nítorí pé ọmọ ogun ni wọ́n. Gbogbo ọmọ ogun tó bá gbá ọ létí, rí i dájú pé o gbá tìrẹ. Bó tilẹ̀ jẹ́ pé ó lè kọlù ọ́ kí ó sì fi ọ̀bẹ pa ọ́, ìwọ yóò fi ìyẹn kóbá onítọ̀hún.","sarcastic","Instagram","original"
